,passenger_id,account_type,eligible_discount,fare_plan,preferred_payment,passenger_name,survey_opt_in,avg_trip_dis,dis_grp_type,last_active_date,total_trips_year,avg_commute_week,account_creation,account_age
33,100034,Low Income,True,Pay As You Go,Mobile App,Ashley Mejia,False,7.30488297786124,low,2025-06-18 09:14:26.705865,476.1593472811423,9.156910524637352,2024-04-06 15:17:34.312494,437 days 17:56:52.393371
34,100035,Student,True,Single Ride,Mobile App,Unknown,True,22.028814273763164,high,2025-06-17 22:37:06.948872,430.8749952843832,8.286057601622755,2024-07-10 17:55:29.830724,342 days 04:41:37.118148
35,100036,Regular,False,Single Ride,Smartcard,Tony Rios,True,15.629824152651297,medium,2025-07-07 03:53:33.843011,428.20587485085554,8.234728362516453,2024-05-05 03:59:57.375880,427 days 23:53:36.467131
36,100037,Disability,True,Single Ride,Mobile App,Carla Hall,False,6.301077957521654,low,2025-06-18 08:44:04.514290,470.68730702065176,9.05167898116638,2024-07-19 00:57:32.133203,334 days 07:46:32.381087
37,100038,Senior,True,Pay As You Go,Smartcard,Unknown,False,16.99328635320705,medium,2025-06-08 13:06:14.634666,434.1620516496912,8.349270224032523,2025-01-29 08:09:18.325423,130 days 04:56:56.309243
38,100039,Disability,True,Pay As You Go,Mobile App,Tammy Ward,True,17.594491758537767,medium,2025-07-05 20:12:07.362039,440.9707433521792,8.480206602926524,2023-07-20 09:59:26.460246,716 days 10:12:40.901793
39,100040,Low Income,True,Pay As You Go,Mobile App,Kenneth Russell,False,15.197415771053311,medium,2025-06-16 18:26:48.130910,445.7077608993309,8.571303094217901,2024-07-29 01:34:14.481055,322 days 16:52:33.649855
40,100041,Tourist,False,Single Ride,Cash,Shannon Adams,False,17.241017797231226,medium,2025-06-22 01:20:07.509068,437.3541924335723,8.410657546799467,2023-03-17 04:06:34.043711,827 days 21:13:33.465357
41,100042,Low Income,True,Single Ride,Bank Transfer,Tammie Brown,False,16.404252082488217,medium,2025-06-25 17:57:38.951710,453.2233075802025,8.715832838080818,2024-05-20 15:38:17.700673,401 days 02:19:21.251037
42,100043,Tourist,False,Monthly Pass,Cash,Vicki Mitchell,False,4.786201427792607,low,2025-06-15 06:36:00.773608,478.0198295469488,9.192689029749015,2023-11-26 13:24:09.697041,566 days 17:11:51.076567
43,100044,Tourist,False,Weekly Pass,Smartcard,Unknown,True,24.476295447808162,high,2025-06-23 04:00:09.243290,410.83691116605326,7.9007098301164085,2023-10-24 23:39:46.940369,607 days 04:20:22.302921
44,100045,Disability,True,Monthly Pass,Smartcard,Laura Oconnell,False,4.101161830317372,low,2025-07-04 23:40:32.297721,473.2353890626756,9.100680558897608,2023-05-23 17:47:46.425978,773 days 05:52:45.871743
45,100046,Disability,True,Weekly Pass,Bank Transfer,Mary Franklin,True,14.94380277993806,medium,2025-06-17 06:36:20.656150,459.5453440321027,8.837410462155821,2024-09-13 18:12:02.447506,276 days 12:24:18.208644
46,100047,Regular,False,Weekly Pass,Cash,Derek Smith,False,15.449492586438643,medium,2025-07-05 02:33:31.598716,453.22286676026073,8.715824360774246,2022-09-23 04:18:04.358992,1015 days 22:15:27.239724
47,100048,Low Income,True,Pay As You Go,Cash,Desiree Davidson,True,22.001280591191644,high,2025-06-08 12:38:18.796406,424.0994350476404,8.155758366300777,2022-08-05 05:25:07.644036,1038 days 07:13:11.152370
48,100049,Senior,True,Weekly Pass,Cash,Lisa English,True,15.746396929264183,medium,2025-06-20 12:02:50.653218,449.63417089370535,8.646810978725103,2024-02-12 23:19:20.303713,493 days 12:43:30.349505
49,100050,Regular,False,Pay As You Go,Bank Transfer,Zachary Gonzalez,False,5.384576679528696,low,2025-07-06 10:46:40.333734,479.40985772576437,9.219420340880085,2025-02-11 17:01:10.546790,144 days 17:45:29.786944
50,100051,Student,True,Pay As You Go,Smartcard,Evan Wilcox,True,23.03003837760855,high,2025-07-01 10:24:09.063492,427.70675786348266,8.225129958913127,2022-08-17 21:18:11.853500,1048 days 13:05:57.209992
51,100052,Senior,True,Single Ride,Mobile App,John Lara,True,20.930450398129885,high,2025-06-20 05:54:47.432924,440.55113415602733,8.472137195308218,2023-08-01 15:24:53.755835,688 days 14:29:53.677089
52,100053,Disability,True,Single Ride,Bank Transfer,Nicholas Nelson,False,18.09243139829988,medium,2025-06-13 08:55:15.474417,425.42168218389696,8.181186195844173,2024-01-24 07:02:03.094759,506 days 01:53:12.379658
53,100054,Low Income,True,Single Ride,Bank Transfer,Laura Johnson,False,14.365564821142282,medium,2025-06-25 18:21:37.313209,459.45362144729575,8.835646566294148,2025-07-02 02:31:12.049674,-7 days +15:50:25.263535
54,100055,Disability,True,Pay As You Go,Mobile App,Jill Castro,False,4.444869978962615,low,2025-06-19 08:57:23.747444,478.2910249713512,9.197904326372138,2023-06-26 08:16:17.764984,724 days 00:41:05.982460
55,100056,Disability,True,Pay As You Go,Smartcard,Sara Collins,False,4.035757891040136,low,2025-06-26 13:49:36.147585,477.6006465871823,9.184627818984275,2022-10-03 06:52:11.471467,997 days 06:57:24.676118
56,100057,Disability,True,Weekly Pass,Smartcard,Unknown,True,22.330782789558075,high,2025-06-18 19:27:48.917956,426.0967859181689,8.194168959964786,2023-12-29 14:06:05.154108,537 days 05:21:43.763848
57,100058,Regular,False,Pay As You Go,Bank Transfer,Brian Robles,False,5.4068350378607715,low,2025-06-12 11:29:34.553385,470.6637373683401,9.051225718621925,2023-05-09 00:47:56.859067,765 days 10:41:37.694318
58,100059,Student,True,Monthly Pass,Bank Transfer,Unknown,False,5.0097290378415025,low,2025-06-12 14:00:34.974538,471.96570605784655,9.07626357803551,2024-02-03 00:18:33.550770,495 days 13:42:01.423768
59,100060,Low Income,True,Single Ride,Cash,Jonathan Joseph,False,7.134895735656276,low,2025-07-05 10:06:55.713461,480.8919377309867,9.247921879442051,2025-05-07 02:41:10.486633,59 days 07:25:45.226828
60,100061,Senior,True,Weekly Pass,Smartcard,Lisa Collins,False,22.485636205520983,high,2025-07-04 09:22:04.282064,424.88601125469177,8.170884831820995,2024-03-28 20:21:26.685555,462 days 13:00:37.596509
61,100062,Regular,False,Weekly Pass,Smartcard,Kevin Rodriguez,False,15.050657851540873,medium,2025-06-23 18:34:40.215677,453.60522545914455,8.723177412675856,2025-01-29 10:34:37.774645,145 days 08:00:02.441032
62,100063,Senior,True,Monthly Pass,Mobile App,Unknown,True,5.650184967313972,low,2025-06-21 06:52:56.561498,459.7090686161482,8.840559011849004,2024-02-20 22:57:49.119720,486 days 07:55:07.441778
63,100064,Disability,True,Pay As You Go,Cash,Unknown,True,16.885732569214387,medium,2025-06-20 09:22:05.332811,443.9618657878703,8.537728188228275,2022-12-07 21:51:29.548993,925 days 11:30:35.783818
64,100065,Senior,True,Monthly Pass,Mobile App,Allison Russell,False,21.312719242627544,high,2025-06-23 00:11:26.496582,416.5722460050291,8.011004730865945,2024-08-16 15:38:52.606886,310 days 08:32:33.889696
65,100066,Disability,True,Single Ride,Bank Transfer,Randy Ashley,False,15.354403778707832,medium,2025-07-02 20:31:11.100456,457.7061526989565,8.802041398056856,2022-07-31 05:54:21.284209,1067 days 14:36:49.816247
66,100067,Student,True,Pay As You Go,Bank Transfer,Unknown,True,21.311545221724153,high,2025-06-23 07:04:32.202167,442.17497592695315,8.503364921672176,2025-06-09 23:34:04.197897,13 days 07:30:28.004270
67,100068,Regular,False,Monthly Pass,Mobile App,Vanessa Ferrell,False,13.505219024242098,medium,2025-07-05 05:32:32.829910,457.70745176181396,8.802066380034884,2024-01-29 19:24:37.887239,522 days 10:07:54.942671
68,100069,Senior,True,Monthly Pass,Bank Transfer,Justin Hall,True,5.013833769335168,low,2025-07-03 23:52:26.282855,484.9669442577458,9.326287389572034,2022-07-19 18:44:00.034990,1080 days 05:08:26.247865
69,100070,Senior,True,Weekly Pass,Mobile App,Unknown,True,22.408654201065943,high,2025-06-25 03:00:25.237018,424.9077444747838,8.171302778361227,2023-01-15 14:45:53.695779,891 days 12:14:31.541239
70,100071,Regular,False,Single Ride,Bank Transfer,Erica Bennett,False,13.438907883747444,medium,2025-07-02 07:52:53.178177,461.0339085706979,8.866036703282653,2022-08-05 22:09:59.085547,1061 days 09:42:54.092630
71,100072,Tourist,False,Pay As You Go,Bank Transfer,Debra Erickson,True,22.9941787290807,high,2025-07-02 07:51:22.030617,424.7502549212109,8.16827413310021,2024-08-17 07:02:51.890441,319 days 00:48:30.140176
72,100073,Disability,True,Monthly Pass,Bank Transfer,Stephanie Frank,True,14.091227372076919,medium,2025-06-10 03:34:52.590991,458.26480826612624,8.812784774348582,2023-06-09 01:48:58.731234,732 days 01:45:53.859757
73,100074,Senior,True,Weekly Pass,Mobile App,Christina Lee,True,20.316357293693336,high,2025-06-18 17:43:35.985499,436.46198344718425,8.39349968167662,2023-08-13 02:39:41.557083,675 days 15:03:54.428416
74,100075,Tourist,False,Pay As You Go,Smartcard,Unknown,True,14.606821545936446,medium,2025-06-09 06:46:14.560362,458.59783806693935,8.819189193594987,2025-02-08 16:57:51.652621,120 days 13:48:22.907741
75,100076,Disability,True,Pay As You Go,Cash,Wanda Cardenas,False,23.15958054186313,high,2025-06-12 19:23:38.624398,433.3054851963395,8.332797792237297,2024-09-17 12:57:27.925518,268 days 06:26:10.698880
76,100077,Regular,False,Monthly Pass,Smartcard,Daniel Walker,True,15.422564010041803,medium,2025-06-12 08:59:03.786273,459.88604826760394,8.84396246668469,2024-07-27 19:43:20.844738,319 days 13:15:42.941535
77,100078,Tourist,False,Monthly Pass,Smartcard,Brooke Harris,True,7.089846834129602,low,2025-06-29 03:19:14.539497,471.1139213453732,9.05988310279564,2024-10-03 21:13:13.253199,268 days 06:06:01.286298
78,100079,Regular,False,Pay As You Go,Cash,Unknown,False,22.869840436281148,high,2025-06-21 13:39:48.458823,428.24815855927113,8.235541510755214,2025-04-22 10:40:46.910927,60 days 02:59:01.547896
79,100080,Low Income,True,Monthly Pass,Cash,Unknown,False,20.815029439115797,high,2025-06-11 10:47:37.129059,421.7888459924553,8.11132396139337,2023-04-28 23:12:40.387831,774 days 11:34:56.741228
80,100081,Student,True,Monthly Pass,Cash,Julia Nelson,False,15.858293633073378,medium,2025-06-08 02:13:45.862723,446.0229170070033,8.577363788596218,2023-06-14 08:40:21.596103,724 days 17:33:24.266620
81,100082,Senior,True,Weekly Pass,Smartcard,Jon Price,False,14.025692722955366,medium,2025-07-01 12:37:17.953167,456.7851624652591,8.784330047408828,2025-02-19 22:01:41.993519,131 days 14:35:35.959648
82,100083,Tourist,False,Single Ride,Smartcard,Phillip Wilcox,False,15.558716131871783,medium,2025-06-13 17:25:01.044641,435.6560245865835,8.378000472818913,2024-01-24 17:06:56.003598,506 days 00:18:05.041043
83,100084,Tourist,False,Monthly Pass,Mobile App,Ethan White,False,15.806204867535179,medium,2025-06-23 00:18:51.386283,444.71593906813786,8.552229597464189,2023-08-01 20:09:02.557640,691 days 04:09:48.828643
84,100085,Senior,True,Pay As You Go,Bank Transfer,Amy Sanford,False,7.005997304115024,low,2025-06-11 18:16:40.441167,472.42138561365596,9.08502664641646,2024-11-07 08:02:06.135330,216 days 10:14:34.305837
85,100086,Student,True,Single Ride,Smartcard,Unknown,False,23.140328948618286,high,2025-06-14 17:14:19.363450,430.2694219989596,8.274411961518455,2024-11-01 23:51:32.055830,224 days 17:22:47.307620
86,100087,Tourist,False,Weekly Pass,Smartcard,Benjamin Cruz,True,3.326507820932882,low,2025-06-17 01:43:23.045287,480.7252407191731,9.244716167676405,2025-01-18 04:05:29.059829,149 days 21:37:53.985458
87,100088,Tourist,False,Pay As You Go,Cash,Leslie May,False,20.846331750773313,high,2025-06-30 03:54:06.923964,437.1799871162208,8.407307444542708,2023-06-22 18:45:02.344134,738 days 09:09:04.579830
88,100089,Disability,True,Weekly Pass,Mobile App,Charles Smith,True,1.9809133943722568,low,2025-06-16 11:01:56.078959,480.0231579092392,9.231214575177678,2024-05-08 17:18:32.527438,403 days 17:43:23.551521
89,100090,Low Income,True,Pay As You Go,Mobile App,Thomas Miller,False,5.512663588044967,low,2025-06-13 18:10:47.639970,472.65867677797064,9.089589938037896,2024-04-15 14:15:41.326124,424 days 03:55:06.313846
90,100091,Regular,False,Monthly Pass,Cash,Harold Stanley,True,4.485714497210443,low,2025-06-26 22:03:07.606305,476.2653610872808,9.158949251678477,2022-11-03 07:51:52.286992,966 days 14:11:15.319313
91,100092,Regular,False,Weekly Pass,Smartcard,Cindy Harper,False,5.488764593696214,low,2025-06-20 17:49:59.706648,467.3525439429311,8.987548921979444,2022-07-27 16:26:11.521487,1059 days 01:23:48.185161
92,100093,Student,True,Weekly Pass,Cash,Mitchell Reyes,False,24.34279105596023,high,2025-06-21 13:09:17.341559,412.51191980304645,7.93292153467397,2025-03-31 02:40:24.510589,82 days 10:28:52.830970
93,100094,Student,True,Pay As You Go,Mobile App,Brandy Reyes,False,14.959022885907443,medium,2025-06-28 00:29:11.724149,444.42071031279494,8.546552121399902,2024-02-20 17:34:44.157733,493 days 06:54:27.566416
94,100095,Senior,True,Weekly Pass,Smartcard,Benjamin Luna,False,4.062931380460723,low,2025-06-29 12:38:30.271104,480.6607739726725,9.243476422551394,2023-07-02 07:08:02.398937,728 days 05:30:27.872167
95,100096,Low Income,True,Single Ride,Smartcard,Andrew Ho,False,4.490842909138248,low,2025-07-03 11:02:30.922532,477.50463704398965,9.182781481615185,2023-07-01 11:25:17.948682,732 days 23:37:12.973850
96,100097,Tourist,False,Monthly Pass,Bank Transfer,Unknown,True,4.366986416416982,low,2025-06-17 02:20:35.468132,484.4324722182692,9.316009081120562,2024-12-03 12:06:30.245830,195 days 14:14:05.222302
97,100098,Regular,False,Monthly Pass,Bank Transfer,Micheal Hunt,True,21.777612158864198,high,2025-06-24 10:39:47.550486,420.28092353236883,8.082325452545554,2023-12-04 20:41:13.308529,567 days 13:58:34.241957
98,100099,Regular,False,Weekly Pass,Mobile App,Jessica Donovan,True,20.206092004277597,high,2025-06-26 02:28:42.777079,436.00087163437024,8.384632146814813,2022-07-27 06:14:29.475113,1064 days 20:14:13.301966
99,100100,Student,True,Weekly Pass,Cash,Lisa Tucker,False,5.324142387954799,low,2025-07-04 17:13:42.406654,469.3932725880933,9.026793703617178,2023-01-19 20:48:37.777300,896 days 20:25:04.629354
100,100101,Disability,True,Monthly Pass,Smartcard,Jeffrey Mercado,True,21.84246846087268,high,2025-06-15 11:46:56.832550,427.69243662940323,8.224854550565446,2022-10-28 06:45:11.368847,961 days 05:01:45.463703
101,100102,Senior,True,Weekly Pass,Smartcard,Unknown,False,3.3122298974230375,low,2025-07-03 05:43:39.911455,472.98616198832724,9.095887730544755,2025-06-04 01:19:42.026856,29 days 04:23:57.884599
102,100103,Low Income,True,Monthly Pass,Smartcard,Unknown,False,6.431489672754092,low,2025-06-11 13:38:53.346052,473.2053393429628,9.100102679672363,2022-07-12 12:58:23.567094,1065 days 00:40:29.778958
103,100104,Low Income,True,Weekly Pass,Mobile App,Jordan Reyes,False,15.048320218961715,medium,2025-06-30 04:29:10.772397,449.3019286100689,8.640421704039786,2024-04-25 15:46:20.404109,430 days 12:42:50.368288
104,100105,Senior,True,Monthly Pass,Mobile App,Christopher Young,False,5.823385069864887,low,2025-06-23 11:00:10.957083,468.4458803016348,9.008574621185286,2022-10-21 04:10:53.957493,976 days 06:49:16.999590
105,100106,Student,True,Single Ride,Smartcard,Unknown,False,6.19867867910928,low,2025-06-11 02:09:32.701168,461.6990718317608,8.878828304456938,2022-12-02 19:24:42.056846,921 days 06:44:50.644322
106,100107,Low Income,True,Single Ride,Cash,Toni Carter,False,22.285166984572843,high,2025-06-24 02:53:59.459413,409.9938166708659,7.884496474439729,2024-03-02 21:51:52.865940,478 days 05:02:06.593473
107,100108,Disability,True,Pay As You Go,Smartcard,Michael Smith,False,15.505048923631314,medium,2025-06-08 07:56:38.407838,449.1333060416574,8.637178962339565,2023-09-05 00:35:06.165897,642 days 07:21:32.241941
108,100109,Regular,False,Weekly Pass,Bank Transfer,Richard Maldonado,False,23.184611788479447,high,2025-06-29 22:11:58.008197,430.78375304409866,8.284302943155744,2024-08-19 02:32:14.159163,314 days 19:39:43.849034
109,100110,Regular,False,Pay As You Go,Smartcard,Stephen Hicks,True,4.9240347673791,low,2025-06-22 04:38:58.214289,469.8236734318527,9.035070642920244,2023-01-23 20:51:24.832941,880 days 07:47:33.381348
110,100111,Regular,False,Weekly Pass,Smartcard,Zachary Sullivan,False,22.763394528038035,high,2025-06-28 10:35:40.108456,427.7746906134509,8.226436357950979,2024-03-02 19:11:29.666793,482 days 15:24:10.441663
111,100112,Tourist,False,Monthly Pass,Bank Transfer,Jeffrey Johnson,False,3.443336269639106,low,2025-06-10 00:11:02.955272,483.0773440231327,9.289948923521782,2025-04-17 00:22:32.211814,53 days 23:48:30.743458
112,100113,Student,True,Monthly Pass,Smartcard,Unknown,True,22.53472178144969,high,2025-06-10 13:26:01.871576,429.4818594277247,8.259266527456244,2025-04-21 01:43:16.927743,50 days 11:42:44.943833
113,100114,Regular,False,Single Ride,Smartcard,Unknown,True,5.855072033414199,low,2025-06-17 21:28:50.696612,468.6451015552916,9.012405799140224,2024-01-15 18:44:16.143776,519 days 02:44:34.552836
114,100115,Senior,True,Single Ride,Cash,Teresa Martin,True,14.196271760452632,medium,2025-06-19 07:32:10.485501,449.4268196374583,8.642823454566507,2025-04-15 20:38:47.270098,64 days 10:53:23.215403
115,100116,Low Income,True,Weekly Pass,Bank Transfer,Daniel Gonzalez,False,24.039079600027595,high,2025-07-06 12:07:06.358146,429.91887204276566,8.267670616207031,2024-11-03 13:04:07.532604,244 days 23:02:58.825542
116,100117,Tourist,False,Monthly Pass,Bank Transfer,Cory Lee,False,5.537241280340883,low,2025-06-25 12:20:33.386502,477.81952148377826,9.18883695161112,2025-02-14 19:14:01.764081,130 days 17:06:31.622421
117,100118,Disability,True,Monthly Pass,Mobile App,Unknown,True,14.732131531553614,medium,2025-06-08 19:10:38.769060,450.105088261411,8.655867081950213,2023-11-27 09:38:23.826415,559 days 09:32:14.942645
118,100119,Senior,True,Weekly Pass,Smartcard,Sarah Gutierrez,True,16.698552867869463,medium,2025-06-20 12:05:16.659136,434.08219570528877,8.347734532794014,2024-03-11 07:01:09.345663,466 days 05:04:07.313473
119,100120,Disability,True,Single Ride,Smartcard,Belinda Gross,False,3.453402487926141,low,2025-06-27 03:17:06.094116,485.54147939288015,9.337336142170772,2024-09-17 09:53:24.936751,282 days 17:23:41.157365
120,100121,Regular,False,Monthly Pass,Mobile App,Daniel Perry,True,3.4921623917204254,low,2025-06-11 23:06:59.268837,481.0777231333142,9.251494675640657,2023-10-19 16:01:54.384391,601 days 07:05:04.884446
121,100122,Disability,True,Single Ride,Bank Transfer,Thomas Johnson,False,15.304994977354582,medium,2025-06-29 18:13:19.285463,444.00345975014,8.538528072118076,2024-05-16 03:43:44.563074,409 days 14:29:34.722389
122,100123,Tourist,False,Pay As You Go,Bank Transfer,Carla Houston,True,22.36082025334651,high,2025-06-11 15:37:56.938592,446.45982867639475,8.585765936084515,2022-12-09 20:14:14.375245,914 days 19:23:42.563347
123,100124,Low Income,True,Monthly Pass,Bank Transfer,Patricia Black,False,20.19341227790953,high,2025-06-17 22:06:35.770579,448.3316059002922,8.621761651928695,2025-01-21 02:10:26.871845,147 days 19:56:08.898734
124,100125,Disability,True,Single Ride,Smartcard,James Miller,False,15.722237727293898,medium,2025-07-07 05:14:59.351263,433.777462109976,8.341874271345691,2024-01-26 15:44:27.505945,527 days 13:30:31.845318
125,100126,Student,True,Pay As You Go,Bank Transfer,Wanda Nguyen,False,5.471589235073115,low,2025-07-06 11:20:32.837564,487.9693702425985,9.384026350819202,2023-06-18 10:58:38.711077,749 days 00:21:54.126487
126,100127,Tourist,False,Single Ride,Bank Transfer,Kimberly Tucker,False,13.504231467317664,medium,2025-06-21 07:03:54.085593,441.6355994228166,8.492992296592627,2023-09-19 02:53:57.251964,641 days 04:09:56.833629
127,100128,Disability,True,Pay As You Go,Cash,Christopher Harvey,True,4.4647537290557615,low,2025-06-10 22:15:21.563838,475.74534942272214,9.148949027360041,2023-04-16 18:37:01.776976,786 days 03:38:19.786862
128,100129,Tourist,False,Weekly Pass,Cash,James Chavez,True,17.405494572887438,medium,2025-07-02 02:09:19.561466,446.39240692333397,8.58446936391027,2022-07-23 21:29:54.021106,1074 days 04:39:25.540360
129,100130,Tourist,False,Monthly Pass,Bank Transfer,Unknown,False,3.5789261775495866,low,2025-07-04 18:22:30.937526,469.35614241819314,9.02607966188833,2023-07-05 20:58:04.553448,729 days 21:24:26.384078
